,relevant_sentences,sent_count_x,rel_match_all,sent_count_y,company_label,company_index,sent_index,label
268,"Conversely, in order to prepare for the decline in demand for oil by the end of the decade, the Company has embarked on a voluntary strategy of adapting its Downstream activities in the refining and distribution of petroleum products to align them with its oil production, and it has set itself a new target of lowering Scope 3 emissions from petroleum products sold worldwide by over 30% between 2015 and 2030.",71,"Conversely, in order to prepare for the decline in demand for oil by the end of the decade, the Company has embarked on a voluntary strategy of adapting its Downstream activities in the refining and distribution of petroleum products to align them with its oil production, and it has set itself a new target of lowering Scope 3 emissions from petroleum products sold worldwide by over 30% between 2015 and 2030.",71,Total,0021,0650,rel
269,"Deployment of charging infrastructure • 150,000 charge points worldwide by 2025.",11,"TotalEnergies is acting on two key links in that value chain to spur adoption of EVs by its customers: Deployment of charging infrastructure • 150,000 charge points worldwide by 2025.",30,Total,0021,0658,rel
270,• 300 service stations on motorways and major roads and 600 urban service stations with high power chargers (HPC) by 2030 to support e-mobility travel in Europe.,27,• 300 service stations on motorways and major roads and 600 urban service stations with high power chargers (HPC) by 2030 to support e-mobility travel in Europe.,27,Total,0021,0659,rel
271,"Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023.",34,"Production of affordable, high-performance batteries • Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023.",40,Total,0021,0662,rel
272,"With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D.",15,"With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D.",15,Total,0021,0663,rel
273,"The batteries produced by ACC will power nearly one million EVs a year, or 10% of the European market.",19,"The batteries produced by ACC will power nearly one million EVs a year, or 10% of the European market.",19,Total,0021,0664,rel
274,"The Company’s goal is to provide its customers with storage capacity of more than 10 Mt CO2/year by 2030, with the ambi- tion of lifting capacity to more than 50 Mt CO2/year by 2050.",34,"The Company’s goal is to provide its customers with storage capacity of more than 10 Mt CO2/year by 2030, with the ambi- tion of lifting capacity to more than 50 Mt CO2/year by 2050.",34,Total,0021,0728,rel
275,March 2021: TotalEnergies signs CPPAs with Microsoft (47 MW) and Orange (100 GWh/year) that include construction of dozens of solar power plants across France.,24,CPPAs: New agreements to supply solar power March 2021: TotalEnergies signs CPPAs with Microsoft (47 MW) and Orange (100 GWh/year) that include construction of dozens of solar power plants across France.,31,Total,0021,0729,rel
276,"July 2021: The Company signs two CPPAs, one with Air Liquide (50 GWh/year of renewable power over 15 years in Belgium) and the other with Amazon (474 MW of renewable power generation capacity in the U.S. and Europe).",38,"July 2021: The Company signs two CPPAs, one with Air Liquide (50 GWh/year of renewable power over 15 years in Belgium) and the other with Amazon (474 MW of renewable power generation capacity in the U.S. and Europe).",38,Total,0021,0730,rel
277,"In support of those commitments by the European Commis- sion, it has set a target in Europe of reducing Scope 1+2+3 emissions by 30% between 2015 and 2030.",28,"In support of those commitments by the European Commis- sion, it has set a target in Europe of reducing Scope 1+2+3 emissions by 30% between 2015 and 2030.",28,Total,0021,0745,rel
278,Emissions from operated facilities have declined by approxi- mately 20% since 2015.,12,"Sustainability & Climate 2022 Progress Report Our Progress in 2021 and our Objectives for 2030 The credibility of the Company’s ambition for 2050 hinges on its ability to show the progress it has made so far, and it is firmly committed to doing that by publishing its 2021 results, which are in line – and even often in advance – with its targets: • Emissions from operated facilities have declined by approxi- mately 20% since 2015.",76,Total,0021,0777,rel
279,This includes 4 Mt of emissions from CCGT power plants following the implementation of the Com- pany’s new strategy in electricity to have flexible generation capacity; the decline for operated oil & gas activities actually came to 30%.,38,This includes 4 Mt of emissions from CCGT power plants following the implementation of the Com- pany’s new strategy in electricity to have flexible generation capacity; the decline for operated oil & gas activities actually came to 30%.,38,Total,0021,0778,rel
280,"Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero.",22,"Read more: bp.com/energyoutlook Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero.",25,BP,0022,0318,rel
281,"For aim 1, which encompasses our Scope 1 and 2 emissions from our operations, we now aim to reduce emissions by 50% by 2030, compared with our previous aim of 30-35%, on the way to being net zero by 2050 or sooner.",42,"• For aim 1, which encompasses our Scope 1 and 2 emissions from our operations, we now aim to reduce emissions by 50% by 2030, compared with our previous aim of 30-35%, on the way to being net zero by 2050 or sooner.",43,BP,0022,0320,rel
282,"For aim 3, we are aiming to reduce to net zero the lifecycle emissions for energy products we sell by 2050 or sooner – up from the previous aim of a 50% reduction in their average emissions intensity.",38,"• For aim 3, we are aiming to reduce to net zero the lifecycle emissions for energy products we sell by 2050 or sooner – up from the previous aim of a 50% reduction in their average emissions intensity.",39,BP,0022,0321,rel
283,This aim now includes physically traded energy products and marketed sales.,11,This aim now includes physically traded energy products and marketed sales.,11,BP,0022,0322,rel
284,For 2030 we are now aiming for a 15- 20% reduction in the lifecycle carbon intensity of these products against the 2019 baseline.,23,For 2030 we are now aiming for a 15- 20% reduction in the lifecycle carbon intensity of these products against the 2019 baseline.,23,BP,0022,0323,rel
285,"Divestments are, and continue to be, an important part of our strategy.",12,"Divestments are, and continue to be, an important part of our strategy.",12,BP,0022,0340,rel
286,They enable us to strengthen our balance sheet and high-grade or diversify our portfolio.,14,They enable us to strengthen our balance sheet and high-grade or diversify our portfolio.,14,BP,0022,0341,rel
287,"They will also help bp to create a resilient, lower cost and lower carbon oil, gas and refining portfolio that is smaller but high quality.",25,"They will also help bp to create a resilient, lower cost and lower carbon oil, gas and refining portfolio that is smaller but high quality.",25,BP,0022,0342,rel
288,"For aim 1, divestments contribute to reducing our operational emissions.",10,"For aim 1, divestments contribute to reducing our operational emissions.",10,BP,0022,0344,rel
289,"Our combined Scope 1 and Scope 2 emissions, covered by aim 1 were 35.6MtCO2e, a decrease of 35% from our 2019 baseline of 54.4MtCO2e.",24,"Our combined Scope 1 and Scope 2 emissions, covered by aim 1 were 35.6MtCO2e, a decrease of 35% from our 2019 baseline of 54.4MtCO2e.",24,BP,0022,0375,rel
290,The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,17,The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,17,BP,0022,0376,rel
291,"Compared with 2020 (45.5MtCO2e), Scope 1 and 2 emissions in 2021 decreased by 22%.",14,"Compared with 2020 (45.5MtCO2e), Scope 1 and 2 emissions in 2021 decreased by 22%.",14,BP,0022,0377,rel
