,matched_rel,original_rel,company_label,matched_rel_only
285,"('Production of affordable, high-performance batteries • Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023.', 100)","Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023.",0021,"Production of affordable, high-performance batteries • Automotive Cells Company (ACC), a joint venture founded by TotalEnergies and Stellantis in 2020, is set to emerge as a global player in the development and manufacture of auto- motive batteries beginning in 2023."
286,"('With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D.', 100)","With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D.",0021,"With Saft, TotalEnergies is giving the new company the benefit of its expertise in R&D."
287,"('EVs a year, or 10% of the European market.', 100)","The batteries produced by ACC will power nearly one million EVs a year, or 10% of the European market.",0021,"EVs a year, or 10% of the European market."
288,"('The Company’s goal is to provide its customers with storage capacity of more than by 2030, with the ambi- 10 Mt CO2/year tion of lifting capacity to more than by 2050.', 88)","The Company’s goal is to provide its customers with storage capacity of more than 10 Mt CO2/year by 2030, with the ambi- tion of lifting capacity to more than 50 Mt CO2/year by 2050.",0021,"The Company’s goal is to provide its customers with storage capacity of more than by 2030, with the ambi- 10 Mt CO2/year tion of lifting capacity to more than by 2050."
289,,March 2021: TotalEnergies signs CPPAs with Microsoft (47 MW) and Orange (100 GWh/year) that include construction of dozens of solar power plants across France.,0021,
290,,"July 2021: The Company signs two CPPAs, one with Air Liquide (50 GWh/year of renewable power over 15 years in Belgium) and the other with Amazon (474 MW of renewable power generation capacity in the U.S. and Europe).",0021,
291,"('emissions by 30% between 2015 and 2030.', 100)","In support of those commitments by the European Commis- sion, it has set a target in Europe of reducing Scope 1+2+3 emissions by 30% between 2015 and 2030.",0021,emissions by 30% between 2015 and 2030.
292,,Emissions from operated facilities have declined by approxi- mately 20% since 2015.,0021,
293,,This includes 4 Mt of emissions from CCGT power plants following the implementation of the Com- pany’s new strategy in electricity to have flexible generation capacity; the decline for operated oil & gas activities actually came to 30%.,0021,
294,"('• Sustainability at bp 2021 at a glance Foundations Embedding sustainability Engaging stakeholders Our reporting Sustainability at bp 2021 at a glance Foundations Embedding sustainability Engaging stakeholders Our reporting Performance and progress Getting to net zero introduction Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero.', 100)","Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero.",0022,"• Sustainability at bp 2021 at a glance Foundations Embedding sustainability Engaging stakeholders Our reporting Sustainability at bp 2021 at a glance Foundations Embedding sustainability Engaging stakeholders Our reporting Performance and progress Getting to net zero introduction Our ambition is to be a net zero company by 2050 or sooner, and to help the world get to net zero."
295,"('the way to being net zero by 2050 or sooner.', 100)","For aim 1, which encompasses our Scope 1 and 2 emissions from our operations, we now aim to reduce emissions by 50% by 2030, compared with our previous aim of 30-35%, on the way to being net zero by 2050 or sooner.",0022,the way to being net zero by 2050 or sooner.
296,,"For aim 3, we are aiming to reduce to net zero the lifecycle emissions for energy products we sell by 2050 or sooner – up from the previous aim of a 50% reduction in their average emissions intensity.",0022,
297,,This aim now includes physically traded energy products and marketed sales.,0022,
298,,For 2030 we are now aiming for a 15- 20% reduction in the lifecycle carbon intensity of these products against the 2019 baseline.,0022,
299,,"Divestments are, and continue to be, an important part of our strategy.",0022,
300,,They enable us to strengthen our balance sheet and high-grade or diversify our portfolio.,0022,
301,,"They will also help bp to create a resilient, lower cost and lower carbon oil, gas and refining portfolio that is smaller but high quality.",0022,
302,,"For aim 1, divestments contribute to reducing our operational emissions.",0022,
303,"('3 * From our 2015 baseline.', 92)","Our combined Scope 1 and Scope 2 emissions, covered by aim 1 were 35.6MtCO2e, a decrease of 35% from our 2019 baseline of 54.4MtCO2e.",0022,3 * From our 2015 baseline.
304,,The total decrease of almost 19MtCO2e includes 14.7MtCO2e in divestments and 2.6MtCO2e in sustainable emission reductions (SERs)b.,0022,
305,,"Compared with 2020 (45.5MtCO2e), Scope 1 and 2 emissions in 2021 decreased by 22%.",0022,
306,,"Scope 1 (direct) emissions, covered by aim 1, were 33.2MtCO2e in 2021, a decrease of 20% from 41.7MtCO2e in 2020.",0022,
307,,Of those Scope 1 emissions 32.0MtCO2e were from CO2 and 1.1MtCO2e from methanec.,0022,
308,,"Emissions decreased due to divestments, delivery of SERs and other permanent operational changes.",0022,
309,,"Scope 2 (indirect) emissions decreased by 1.4MtCO2e, to 2.4MtCO2e in 2021, a 37% reduction compared with 2020.",0022,
310,"('at the end of 2021.', 94)","This decrease resulted from lower carbon power agreements, including at our Gelsenkirchen site, and the divestment of our petrochemicals business at the end of 2020.",0022,at the end of 2021.
311,,"In 2021 compared with 2020: • Divestments accounted for 9.3MtCO2e of the Scope 1 and Scope 2 emissions decrease including the divestment of our operations in Alaska, our petrochemicals business and bpx energy divestments.",0022,
312,,• The delivery of SERs reduced Scope 1 and 2 emissions by 1.6MtCO2e (in addition to the 1MtCO2e delivered in 2020).,0022,
313,,• Other permanent reductions in 2021 included the repurposing of Kwinana refinery (0.7 MtCO2e.,0022,
314,,reduction) and cessation of production at Foinaven FPSO (0.2 MtCO2e.,0022,
315,,"• Temporary production-related changes accounted for an increase of 1.1MtCO2e associated with higher activity levels, particularly in refining, and temporary flaring increases in 2021.",0022,
316,,• Total hydrocarbons flared increased from 831kt to 967kt in 2021 due to operational variances including temporary flaring associated with a new production start-up.,0022,
317,,SERs across our business and activities in 2021 included: • Gelsenkirchen refinery and chemicals facility reduced its Scope 2 emissions from purchased electricity by 520ktCO2e through new lower carbon power agreements.,0022,
318,,"• Our Azerbaijan, Georgia, Turkey (AGT) region delivered reductions of 118ktCO2e including 36ktCO2e from waste heat recovery modifications.",0022,
319,,• Oman delivered further reductions of 65ktCO2e through green completions and 28ktCO2e through well-testing without flaring.,0022,
320,"('The estimated Scope 3 emissions from the 9% 2020 performance carbon in our upstream oil and gas production were 304MtCO2 in 2021, a reduction of 2021 performance 16% approximately 7% from 328MtCO2 in 2020, 20% 2025 target mainly associated with portfolio changes, including divestments and existing field decline.', 85)","The estimated Scope 3 emissions from the carbon in our upstream oil and gas production were 304MtCO2 in 2021, a reduction of approximately 7% from 328MtCO2 in 2020, mainly associated with portfolio changes, including divestments and existing field decline.",0022,"The estimated Scope 3 emissions from the 9% 2020 performance carbon in our upstream oil and gas production were 304MtCO2 in 2021, a reduction of 2021 performance 16% approximately 7% from 328MtCO2 in 2020, 20% 2025 target mainly associated with portfolio changes, including divestments and existing field decline."
321,"('production by 2050 or sooner.', 96)",Our aim 2 is to be net zero on an absolute basis across the carbon in our upstream oil and gas production by 2050 or sooner.,0022,production by 2050 or sooner.
