,matched_rel,original_rel,company_label,matched_rel_only
250,"('Go Green Project:   Reducing Scope 2 emissions   from electricity purchases — In 2020, TotalEnergies decided to aim for net zero  emissions for all electricity purchases at its operated  sites in Europe by 2025.', 98)","— In 2020, TotalEnergies decided to aim for net zero emissions for all electricity purchases at its operated sites in Europe by 2025.",Total,"Go Green Project:   Reducing Scope 2 emissions   from electricity purchases — In 2020, TotalEnergies decided to aim for net zero  emissions for all electricity purchases at its operated  sites in Europe by 2025."
251,"('• In Europe, electricity will be provided by solar farms  acquired in Spain in 2020, offering capacity of 5\xa0GW  and production of 10\xa0TWh/year by 2025.', 99)","All In Europe, electricity will be provided by solar farms acquired in Spain in 2020, offering capacity of 5 GW and production of 10 TWh/year by 2025.",Total,"• In Europe, electricity will be provided by solar farms  acquired in Spain in 2020, offering capacity of 5 GW  and production of 10 TWh/year by 2025."
252,"('Six\xa0TWh/year  will be routed to European sites under a PPA2.', 98)",Six TWh/year will be routed to European sites under a PPA2.,Total,Six TWh/year  will be routed to European sites under a PPA2.
253,"('• For the United States, in 2021 the Company acquired  a portfolio of 2.2\xa0GW in solar projects and 0.6\xa0GW  in battery storage projects to cover 100% of electricity  needs at operated industrial sites, including the  Port Arthur refining and petrochemical complex  and the La Porte and Carville petrochemical sites.', 98)","For the United States, in 2021 the Company acquired a portfolio of 2.2 GW in solar projects and 0.6 GW in battery storage projects to cover 100% of electricity needs at operated industrial sites, including the Port Arthur refining and petrochemical complex and the La Porte and Carville petrochemical sites.",Total,"• For the United States, in 2021 the Company acquired  a portfolio of 2.2 GW in solar projects and 0.6 GW  in battery storage projects to cover 100% of electricity  needs at operated industrial sites, including the  Port Arthur refining and petrochemical complex  and the La Porte and Carville petrochemical sites."
254,"('It halved its operated methane  emissions between 2010 and 2020.', 98)",It halved its operated methane emissions between 2010 and 2020.,Total,It halved its operated methane  emissions between 2010 and 2020.
255,"('In line with the Glasgow  agreements, the Company is setting new targets for the cur- rent decade: reductions from 2020 levels of 50% by 2025 and  80% by 2030.', 99)","In line with the Glasgow agreements, the Company is setting new targets for the cur- rent decade: reductions from 2020 levels of 50% by 2025 and 80% by 2030.",Total,"In line with the Glasgow  agreements, the Company is setting new targets for the cur- rent decade: reductions from 2020 levels of 50% by 2025 and  80% by 2030."
256,"('The Company is also maintaining its target of  keeping methane intensity below 0.1% across its operated  gas facilities.', 98)",The Company is also maintaining its target of keeping methane intensity below 0.1% across its operated gas facilities.,Total,The Company is also maintaining its target of  keeping methane intensity below 0.1% across its operated  gas facilities.
257,"('In 2021, the decline from the year before  linked to reductions in venting came to 6 kt per year (projects  in Gabon and the U.K.).', 98)","In 2021, the decline from the year before linked to reductions in venting came to 6 kt per year (projects in Gabon and the U.K.).",Total,"In 2021, the decline from the year before  linked to reductions in venting came to 6 kt per year (projects  in Gabon and the U.K.)."
258,"('• Leak reduction: annual campaigns to identify and repair  leaks at all operated sites will be deployed starting in 2022.', 99)",Leak reduction: annual campaigns to identify and repair leaks at all operated sites will be deployed starting in 2022.,Total,• Leak reduction: annual campaigns to identify and repair  leaks at all operated sites will be deployed starting in 2022.
259,"('In  2021, emissions declined by 4\xa0kt as a result of leak reduction  efforts, including a significant upgrade to the OML58 facility  in Nigeria.', 99)","In 2021, emissions declined by 4 kt as a result of leak reduction efforts, including a significant upgrade to the OML58 facility in Nigeria.",Total,"In  2021, emissions declined by 4 kt as a result of leak reduction  efforts, including a significant upgrade to the OML58 facility  in Nigeria."
260,"('• Reductions in flaring: In 2021, the decrease in flaring from  2020 reduced emissions by 1.8 kt per year.', 99)","Reductions in flaring: In 2021, the decrease in flaring from 2020 reduced emissions by 1.8 kt per year.",Total,"• Reductions in flaring: In 2021, the decrease in flaring from  2020 reduced emissions by 1.8 kt per year."
261,"('From 2010 to  2013, TotalEnergies developed a pilot project in Lacq, France,  involving a complete CCS chain, in which carbon from a steam  generator was captured using oxy-combustion technology (a  European first) and then transported and stored in a depleted  reservoir.', 93)","From 2010 to Lacq, France, CO2, 2013, TotalEnergies developed a pilot project in involving a complete CCS chain, in which carbon from a steam generator was captured using oxy-combustion technology (a European first) and then transported and stored in a depleted reservoir.",Total,"From 2010 to  2013, TotalEnergies developed a pilot project in Lacq, France,  involving a complete CCS chain, in which carbon from a steam  generator was captured using oxy-combustion technology (a  European first) and then transported and stored in a depleted  reservoir."
262,"('TotalEnergies allocated $100\xa0 million to  CCS research and projects in 2021, and by 2030 it expects to be  expanding storage capacity by around 10\xa0Mt annually.', 99)","TotalEnergies allocated $100  million to CCS research and projects in 2021, and by 2030 it expects to be expanding storage capacity by around 10 Mt annually.",Total,"TotalEnergies allocated $100  million to  CCS research and projects in 2021, and by 2030 it expects to be  expanding storage capacity by around 10 Mt annually."
263,"('The carbon would then be transported and stored as  part of the Aramis project.', 99)","— In the Netherlands, the Company is studying a project to capture 900,000 tons/year of CO2 generated   The carbon would then be transported and stored as part of the Aramis project.",Total,The carbon would then be transported and stored as  part of the Aramis project.
264,"('• In France, in July 2021, TotalEnergies joined with  four other industrial companies in the Seine basin  to launch development studies for carbon capture  and maritime export infrastructure.', 98)","• In France, in July 2021, TotalEnergies joined with four other industrial companies in the Seine basin to launch development studies for carbon capture and maritime export infrastructure.",Total,"• In France, in July 2021, TotalEnergies joined with  four other industrial companies in the Seine basin  to launch development studies for carbon capture  and maritime export infrastructure."
265,"('• In Belgium, the Company and its partners are studying the CO2 Antwerp@C project to collect  and transport CO2 emissions from the Antwerp  industrial port.', 99)","• In Belgium, the Company and its partners are studying the CO2 Antwerp@C project to collect and transport CO2 emissions from the Antwerp industrial port.",Total,"• In Belgium, the Company and its partners are studying the CO2 Antwerp@C project to collect  and transport CO2 emissions from the Antwerp  industrial port."
266,"('In all three cases, the CO2 would be stored in  depeleted reservoirs in the North Sea.', 99)","In all three cases, the CO2 would be stored in depeleted reservoirs in the North Sea.",Total,"In all three cases, the CO2 would be stored in  depeleted reservoirs in the North Sea."
267,"('Developing transport   and storage projects  — • In Norway, the Company, together with Equinor  and Shell, launched Northern Lights, the first  large-scale carbon transport and storage project.', 98)","Developing transport and storage projects —  • In Norway, the Company, together with Equinor and Shell, launched Northern Lights, the first large-scale carbon transport and storage project.",Total,"Developing transport   and storage projects  — • In Norway, the Company, together with Equinor  and Shell, launched Northern Lights, the first  large-scale carbon transport and storage project."
268,"('Approved by the Norwegian government in 2020,  the project is currently in the construction phase.', 99)","Approved by the Norwegian government in 2020, the project is currently in the construction phase.",Total,"Approved by the Norwegian government in 2020,  the project is currently in the construction phase."
269,"('It will allow industrial emitters in Norway and  elsewhere in Europe to store their emissions.', 99)",It will allow industrial emitters in Norway and elsewhere in Europe to store their emissions.,Total,It will allow industrial emitters in Norway and  elsewhere in Europe to store their emissions.
270,"('• In the Netherlands, TotalEnergies and its partners  are studying the Aramis project designed to develop  a logistics chain and hub in the port of Rotterdam to  transport CO2 to depleted offshore fields, some of  which are operated by TotalEnergies.', 98)","• In the Netherlands, TotalEnergies and its partners are studying the Aramis project designed to develop a logistics chain and hub in the port of Rotterdam to transport CO2 to depleted offshore fields, some of which are operated by TotalEnergies.",Total,"• In the Netherlands, TotalEnergies and its partners  are studying the Aramis project designed to develop  a logistics chain and hub in the port of Rotterdam to  transport CO2 to depleted offshore fields, some of  which are operated by TotalEnergies."
